State,MONTH,YEAR,MAX(cse6242.AK_1.DailyAverageDryBulbTemperature),MAX(cse6242.AK_1.DailyAverageWetBulbTemperature),MAX(cse6242.AK_1.DailyAverageRelativeHumidity),MAX(cse6242.AK_1.DailyAverageWindSpeed),MAX(cse6242.AK_1.DailyCollingDegreeDays),MAX(cse6242.AK_1.DailyDepartureFromNormalAverageTemperature),MAX(cse6242.AK_1.DailyHeatingDegreeDays),MAX(cse6242.AK_1.DailyPrecipitation),MAX(cse6242.AK_1.DailySnowfall),MAX(cse6242.AK_1.MonthlyMeanTemperature),MAX(cse6242.AK_1.NormalsCoolingDegreeDay),MAX(cse6242.AK_1.NormalsHeatingDegreeDay)
AR,11,2019,69,70,100,18.4,,,,,,,,
AR,12,2019,67,64,99,17.6,,,,,,,,
AR,1,2020,69,67,100,16.6,,,,,,,,
AR,2,2020,67,64,100,17.3,,,,,,,,
AR,3,2020,78,69,100,16.3,,,,,,,,
AR,4,2020,80,74,100,14.8,,,,,,,,
AR,5,2020,80,73,96,13.6,,,,,,,,
AR,6,2020,85,78,97,14.8,,,,,,,,
AR,7,2020,88,81,97,13.6,,,,,,,,
AR,8,2020,87,79,98,16.7,,,,,,,,
AR,9,2020,86,79,100,13,,,,,,,,
AR,10,2020,79,71,100,15.5,,,,,,,,
AR,11,2020,74,69,94,17.4,,,,,,,,
AR,12,2020,62,58,96,19,,,,,,,,
AR,1,2021,65,61,98,16.8,,,,,,,,
AR,2,2021,68,66,98,14.8,,,,,,,,
AR,3,2021,74,68,95,19.7,,,,,,,,
AR,4,2021,80,71,93,15.6,,,,,,,,
AR,5,2021,80,73,92,15.2,,,,,,,,
AR,6,2021,88,79,94,13.2,,,,,,,,
AR,7,2021,89,79,92,12.5,,,,,,,,
AR,8,2021,89,78,92,13.5,,,,,,,,
AR,9,2021,88,77,93,12.3,,,,,,,,
AR,10,2021,81,72,95,17.8,,,,,,,,
AR,11,2021,73,65,93,17,,,,,,,,
AR,12,2021,75,69,97,21.6,,,,,,,,
AR,1,2022,68,66,95,18.5,,,,,,,,
AR,2,2022,67,61,98,20.4,,,,,,,,
AR,3,2022,76,67,94,18.1,,,,,,,,
AR,4,2022,78,69,96,23.1,,,,,,,,
AR,5,2022,84,75,97,19.8,,,,,,,,
AR,6,2022,91,79,94,13.1,,,,,,,,
AR,7,2022,95,80,98,13.8,,,,,,,,
AR,8,2022,91,78,99,10.9,,,,,,,,
AR,9,2022,87,76,93,11,,,,,,,,
AR,10,2022,79,76,97,21.8,,,,,,,,
AR,11,2022,74,69,99,17.8,,,,,,,,
AR,12,2022,74,69,99,20.9,,,,,,,,
AR,1,2023,73,67,99,17.7,,,,,,,,
AR,2,2023,76,66,97,19,,,,,,,,
AR,3,2023,78,68,95,17.9,,,,,,,,
AR,4,2023,80,71,94,19.2,,,,,,,,
AR,5,2023,84,75,97,13,,,,,,,,
AR,6,2023,91,81,94,11.6,,,,,,,,
AR,7,2023,93,80,97,11.4,,,,,,,,
AR,8,2023,94,81,95,10.5,,,,,,,,
AR,9,2023,89,78,100,12.1,,,,,,,,
AR,10,2023,82,72,100,16.1,,,,,,,,
AR,11,2023,76,67,99,16.4,,,,,,,,
AR,12,2023,68,,,15.5,,,,,,,,
AR,1,2024,61,,,17.5,,,,,,,,
AR,2,2024,76,,,22.5,,,,,,,,
AR,3,2024,77,,,16.2,,,,,,,,
AZ,7,2010,102,72,88,16.8,,,,,,,,
AZ,8,2010,101,74,93,19,,,,,,,,
AZ,9,2010,96,70,89,15.8,,,,,,,,
AZ,10,2010,93,64,89,18.5,,,,,,,,
AZ,11,2010,79,52,91,22.4,,,,,,,,
AZ,12,2010,70,51,96,23.6,,,,,,,,
AZ,1,2010,64,52,93,21.9,,,,,,,,
AZ,2,2010,64,49,90,18.7,,,,,,,,
AZ,3,2010,71,50,93,23.1,,,,,,,,
AZ,4,2010,76,56,78,25.1,,,,,,,,
AZ,5,2010,83,56,59,24.7,,,,,,,,
AZ,6,2010,99,66,55,18.8,,,,,,,,
AZ,1,2011,67,50,89,13.1,,,,,,,,
AZ,2,2011,65,51,80,23.5,,,,,,,,
AZ,3,2011,83,55,64,27,,,,,,,,
AZ,4,2011,84,57,86,28.5,,,,,,,,
AZ,5,2011,89,61,63,27.5,,,,,,,,
AZ,6,2011,101,68,35,22.6,,,,,,,,
AZ,7,2011,101,73,77,15.9,,,,,,,,
AZ,8,2011,105,73,74,17.9,,,,,,,,
AZ,9,2011,101,71,84,18.4,,,,,,,,
AZ,10,2011,92,65,79,17.1,,,,,,,,
AZ,11,2011,75,58,83,19.2,,,,,,,,
AZ,12,2011,63,50,94,22,,,,,,,,
AZ,1,2012,69,51,88,18.7,,,,,,,,
AZ,2,2012,67,49,91,19.6,,,,,,,,
AZ,3,2012,79,55,92,25.3,,,,,,,,
AZ,4,2012,89,59,90,20.8,,,,,,,,
AZ,5,2012,92,61,64,25.1,,,,,,,,
AZ,6,2012,100,71,41,17.9,,,,,,,,
AZ,7,2012,103,74,86,15.8,,,,,,,,
AZ,8,2012,105,75,84,13.2,,,,,,,,
AZ,9,2012,98,74,91,17.2,,,,,,,,
AZ,10,2012,92,63,86,14.3,,,,,,,,
AZ,11,2012,76,57,87,21.5,,,,,,,,
AZ,12,2012,68,53,92,16.3,,,,,,,,
AZ,1,2013,66,56,96,18.2,,,,,,,,
AZ,2,2013,66,48,89,19.6,,,,,,,,
AZ,3,2013,80,50,89,18.8,,,,,,,,
AZ,4,2013,86,53,68,33.7,,,,,,,,
AZ,5,2013,89,62,65,19.6,,,,,,,,
AZ,6,2013,104,66,38,18.3,,,,,,,,
AZ,7,2013,104,72,88,16.2,,,,,,,,
AZ,8,2013,102,72,91,15.3,,,,,,,,
AZ,9,2013,98,70,93,21.3,,,,,,,,
AZ,10,2013,81,,,22.3,,,,,,,,
AZ,11,2013,79,56,95,19,,,,,,,,
AZ,12,2013,66,51,89,18.3,,,,,,,,
AZ,1,2014,67,49,71,23.5,,,,,,,,
AZ,2,2014,72,55,84,17.7,,,,,,,,
AZ,3,2014,75,58,91,21.7,,,,,,,,
AZ,4,2014,84,58,82,25.3,,,,,,,,
AZ,5,2014,94,64,59,24.4,,,,,,,,
AZ,6,2014,98,68,38,24.9,,,,,,,,
AZ,7,2014,105,74,73,16.2,,,,,,,,
AZ,8,2014,99,75,90,14.6,,,,,,,,
AZ,9,2014,96,74,90,16.2,,,,,,,,
AZ,10,2014,84,67,80,17.6,,,,,,,,
AZ,11,2014,76,63,84,18.8,,,,,,,,
AZ,12,2014,71,60,95,21.2,,,,,,,,
AZ,1,2015,67,55,93,15.6,,,,,,,,
AZ,2,2015,71,,,20.6,,,,,,,,
AZ,3,2015,80,55,92,20.7,,,,,,,,
AZ,4,2015,83,54,96,21.3,,,,,,,,
AZ,5,2015,89,59,99,19,,,,,,,,
AZ,6,2015,98,70,84,17.4,,,,,,,,
AZ,7,2015,97,71,90,17.4,,,,,,,,
AZ,8,2015,102,72,83,17.3,,,,,,,,
AZ,9,2015,96,70,88,16.1,,,,,,,,
AZ,10,2015,90,64,94,18.6,,,,,,,,
AZ,11,2015,75,55,96,20.2,,,,,,,,
AZ,12,2015,65,50,94,21.7,,,,,,,,
AZ,1,2016,63,53,100,23.2,,,,,,,,
AZ,2,2016,75,53,86,21.9,,,,,,,,
AZ,3,2016,78,53,84,23.8,,,,,,,,
AZ,4,2016,83,61,89,22.5,,,,,,,,
AZ,5,2016,88,62,95,25.5,,,,,,,,
AZ,6,2016,103,72,75,20.9,,,,,,,,
AZ,7,2016,102,73,85,17.6,,,,,,,,
AZ,8,2016,100,75,89,15.2,,,,,,,,
AZ,9,2016,96,73,92,19.5,,,,,,,,
AZ,10,2016,86,67,84,17.5,,,,,,,,
AZ,11,2016,78,61,94,21.3,,,,,,,,
AZ,12,2016,68,58,98,24.5,,,,,,,,
AZ,1,2017,65,52,98,25,,,,,,,,
AZ,2,2017,70,57,98,22.2,,,,,,,,
AZ,3,2017,82,58,93,22.6,,,,,,,,
AZ,4,2017,84,57,76,23.9,,,,,,,,
AZ,5,2017,92,62,91,21.7,,,,,,,,
AZ,6,2017,105,69,45,19.2,,,,,,,,
AZ,7,2017,105,75,90,18.5,,,,,,,,
AZ,8,2017,102,75,86,13.9,,,,,,,,
AZ,9,2017,98,74,84,19,,,,,,,,
AZ,10,2017,87,63,60,16.3,,,,,,,,
AZ,11,2017,76,61,75,17.9,,,,,,,,
AZ,12,2017,71,54,89,21.9,,,,,,,,
AZ,1,2018,70,53,82,18.8,,,,,,,,
AZ,2,2018,68,56,97,23.5,,,,,,,,
AZ,3,2018,77,59,85,19.8,,,,,,,,
AZ,4,2018,86,60,56,26.7,,,,,,,,
AZ,5,2018,91,61,54,19.8,,,,,,,,
AZ,6,2018,100,70,80,17.5,,,,,,,,
AZ,7,2018,105,76,76,18.3,,,,,,,,
AZ,8,2018,103,75,87,14.3,,,,,,,,
AZ,9,2018,97,74,90,14.9,,,,,,,,
AZ,10,2018,82,73,95,18.4,,,,,,,,
AZ,11,2018,73,56,75,22.3,,,,,,,,
AZ,12,2018,63,56,89,15,,,,,,,,
AZ,1,2019,64,50,92,22.6,,,,,,,,
AZ,2,2019,66,56,91,22.4,,,,,,,,
AZ,3,2019,73,52,90,22.9,,,,,,,,
AZ,4,2019,84,55,56,23.7,,,,,,,,
AZ,5,2019,89,58,82,23.5,,,,,,,,
AZ,6,2019,95,65,43,16.9,,,,,,,,
AZ,7,2019,102,71,75,16,,,,,,,,
AZ,8,2019,102,72,80,16.2,,,,,,,,
AZ,9,2019,99,70,96,19.9,,,,,,,,
AZ,10,2019,83,63,63,21.1,,,,,,,,
AZ,11,2019,77,57,92,20.5,,,,,,,,
AZ,12,2019,66,54,91,21.9,,,,,,,,
AZ,1,2020,68,52,93,18.3,,,,,,,,
AZ,2,2020,70,56,89,23.8,,,,,,,,
AZ,3,2020,76,62,96,22.9,,,,,,,,
AZ,4,2020,89,61,88,21.5,,,,,,,,
AZ,5,2020,98,66,55,18.3,,,,,,,,
AZ,6,2020,98,66,39,22.6,,,,,,,,
AZ,7,2020,105,72,83,15.9,,,,,,,,
AZ,8,2020,104,75,61,14.3,,,,,,,,
AZ,12,2020,69,52,85,17.5,,,,,,,,
AZ,9,2020,103,72,53,22.6,,,,,,,,
AZ,10,2020,92,61,66,25.3,,,,,,,,
AZ,11,2020,84,57,82,22,,,,,,,,
AZ,1,2021,70,54,94,21.5,,,,,,,,
AZ,2,2021,73,56,89,23.9,,,,,,,,
AZ,3,2021,77,52,89,19.6,,,,,,,,
AZ,4,2021,83,58,85,21.2,,,,,,,,
AZ,5,2021,88,60,49,24.8,,,,,,,,
AZ,6,2021,105,70,77,19.3,,,,,,,,
AZ,7,2021,103,75,89,16.1,,,,,,,,
AZ,8,2021,102,76,96,19.3,,,,,,,,
AZ,9,2021,99,74,93,13.4,,,,,,,,
AZ,10,2021,86,66,93,20.7,,,,,,,,
AZ,11,2021,77,55,85,15.9,,,,,,,,
AZ,12,2021,72,55,98,22.6,,,,,,,,
AZ,1,2022,65,49,76,18.8,,,,,,,,
AZ,2,2022,69,44,82,27.7,,,,,,,,
AZ,3,2022,77,49,77,21.8,,,,,,,,
AZ,4,2022,85,54,41,24.8,,,,,,,,
AZ,5,2022,90,58,25,25,,,,,,,,
AZ,6,2022,99,69,59,21.4,,,,,,,,
AZ,7,2022,103,72,74,16.6,,,,,,,,
AZ,8,2022,100,73,82,13,,,,,,,,
AZ,9,2022,99,72,86,14.8,,,,,,,,
AZ,10,2022,87,70,76,19.6,,,,,,,,
AZ,11,2022,73,52,75,22.6,,,,,,,,
AZ,12,2022,63,60,91,20.8,,,,,,,,
AZ,1,2023,66,49,91,20.9,,,,,,,,
AZ,2,2023,64,53,85,26.2,,,,,,,,
AZ,3,2023,70,53,92,26.2,,,,,,,,
AZ,4,2023,85,55,52,26.5,,,,,,,,
AZ,5,2023,91,62,77,17.1,,,,,,,,
AZ,6,2023,93,65,57,17.3,,,,,,,,
AZ,7,2023,103,72,70,14,,,,,,,,
AZ,8,2023,105,73,84,16.3,,,,,,,,
AZ,9,2023,99,71,80,18.1,,,,,,,,
AZ,10,2023,92,60,76,17.3,,,,,,,,
AZ,11,2023,77,62,88,18.2,,,,,,,,
AZ,12,2023,70,,,15.5,,,,,,,,
AZ,1,2024,69,,,22.5,,,,,,,,
AZ,2,2024,72,,,21.3,,,,,,,,
AZ,3,2024,70,,,23.9,,,,,,,,
CA,1,2010,69,55.0,99.0,27.3,,,,,,,,
CA,2,2010,71,55.0,99.0,29,,,,,,,,
CA,3,2010,76,57.0,97.0,27.5,,,,,,,,
CA,4,2010,85,60.0,96.0,28.2,,,,,,,,
CA,5,2010,89,61.0,97.0,28.3,,,,,,,,
CA,6,2010,106,70.0,94.0,29.9,,,,,,,,
CA,7,2010,110,75.0,9.0,19.6,,,,,,,,
CA,8,2010,105,77.0,91.0,22.5,,,,,,,,
CA,9,2010,100,71.0,93.0,21,,,,,,,,
CA,10,2010,92,69.0,98.0,34.3,,,,,,,,
CA,11,2010,90,9.0,97.0,72.5,,,,,,,,
CA,12,2010,75,60.0,99.0,27.9,,,,,,,,
CA,1,2011,75,57.0,99.0,23.9,,,,,,,,
CA,2,2011,71,6.0,98.0,27.1,,,,,,,,
CA,3,2011,86,61.0,99.0,35,,,,,,,,
CA,4,2011,88,62.0,97.0,31.8,,,,,,,,
CA,5,2011,89,61.0,98.0,29.5,,,,,,,,
CA,6,2011,106,68.0,97.0,26.9,,,,,,,,
CA,7,2011,105,76.0,90.0,17.6,,,,,,,,
CA,8,2011,108,75.0,9.0,18.6,,,,,,,,
CA,9,2011,100,73.0,93.0,19.9,,,,,,,,
CA,10,2011,94,67.0,96.0,24.1,,,,,,,,
CA,11,2011,75,57.0,97.0,26.9,,,,,,,,
CA,12,2011,69,54.0,94.0,24.4,,,,,,,,
CA,1,2012,75,56.0,99.0,25,,,,,,,,
CA,2,2012,72,55.0,96.0,24.6,,,,,,,,
CA,3,2012,79,57.0,98.0,27.5,,,,,,,,
CA,4,2012,95,67.0,98.0,26.9,,,,,,,,
CA,5,2012,98,64.0,91.0,29.5,,,,,,,,
CA,6,2012,103,69.0,91.0,28.8,,,,,,,,
CA,7,2012,111,76.0,9.0,20.3,,,,,,,,
CA,8,2012,111,77.0,86.0,17.5,,,,,,,,
CA,9,2012,104,76.0,89.0,19.3,,,,,,,,
CA,10,2012,95,68.0,99.0,24.3,,,,,,,,
CA,11,2012,82,62.0,99.0,27,,,,,,,,
CA,12,2012,70,61.0,99.0,26.7,,,,,,,,
CA,1,2013,72,60.0,98.0,24.6,,,,,,,,
CA,2,2013,70,56.0,92.0,23.2,,,,,,,,
CA,3,2013,84,59.0,92.0,25,,,,,,,,
CA,4,2013,94,61.0,92.0,33.4,,,,,,,,
CA,5,2013,98,67.0,9.0,28.2,,,,,,,,
CA,6,2013,113,73.0,96.0,25,,,,,,,,
CA,7,2013,114,76.0,9.0,20.3,,,,,,,,
CA,8,2013,106,78.0,9.0,19.6,,,,,,,,
CA,9,2013,104,76.0,92.0,24.7,,,,,,,,
CA,10,2013,83,,,28.8,,,,,,,,
CA,11,2013,79,59.0,97.0,29,,,,,,,,
CA,12,2013,76,56.0,9.0,26.7,,,,,,,,
CA,1,2014,78,58.0,96.0,27.4,,,,,,,,
CA,2,2014,73,60.0,99.0,23.5,,,,,,,,
CA,3,2014,79,58.0,98.0,29.1,,,,,,,,
CA,4,2014,89,61.0,92.0,28.5,,,,,,,,
CA,5,2014,101,64.0,9.0,30.9,,,,,,,,
CA,6,2014,106,68.0,98.0,25.3,,,,,,,,
CA,7,2014,110,75.0,9.0,19.9,,,,,,,,
CA,8,2014,108,76.0,87.0,21.6,,,,,,,,
CA,9,2014,102,76.0,88.0,22.6,,,,,,,,
CA,10,2014,91,68.0,95.0,24.9,,,,,,,,
CA,11,2014,82,61.0,97.0,23.8,,,,,,,,
CA,12,2014,70,63.0,98.0,25.5,,,,,,,,
CA,1,2015,74,58.0,98.0,24.2,,,,,,,,
CA,2,2015,74,,,25.4,,,,,,,,
CA,3,2015,85,61.0,92.0,28.8,,,,,,,,
CA,4,2015,88,62.0,9.0,31,,,,,,,,
CA,5,2015,100,63.0,90.0,27.9,,,,,,,,
CA,6,2015,110,74.0,91.0,25.1,,,,,,,,
CA,7,2015,105,75.0,9.0,21.9,,,,,,,,
CA,8,2015,107,77.0,86.0,19.8,,,,,,,,
CA,9,2015,103,75.0,91.0,21.3,,,,,,,,
CA,10,2015,93,72.0,89.0,21.2,,,,,,,,
CA,11,2015,82,62.0,93.0,24.4,,,,,,,,
CA,12,2015,74,59.0,98.0,33.4,,,,,,,,
CA,1,2016,70,63.0,98.0,29.9,,,,,,,,
CA,2,2016,81,59.0,94.0,29.7,,,,,,,,
CA,3,2016,78,60.0,96.0,28.6,,,,,,,,
CA,4,2016,86,63.0,99.0,31.2,,,,,,,,
CA,5,2016,100,66.0,99.0,27.6,,,,,,,,
CA,6,2016,109,75.0,9.0,26.4,,,,,,,,
CA,7,2016,113,77.0,90.0,25.3,,,,,,,,
CA,8,2016,107,78.0,90.0,19.1,,,,,,,,
CA,9,2016,102,74.0,91.0,25.1,,,,,,,,
CA,10,2016,91,71.0,97.0,25.7,,,,,,,,
CA,11,2016,82,61.0,98.0,27,,,,,,,,
CA,12,2016,70,9.0,99.0,29.5,,,,,,,,
CA,1,2017,67,59.0,99.0,27.3,,,,,,,,
CA,2,2017,73,61.0,99.0,26.7,,,,,,,,
CA,3,2017,86,61.0,98.0,27.7,,,,,,,,
CA,4,2017,85,62.0,97.0,34.2,,,,,,,,
CA,5,2017,100,67.0,94.0,30.8,,,,,,,,
CA,6,2017,114,73.0,95.0,26.7,,,,,,,,
CA,7,2017,114,76.0,91.0,19.9,,,,,,,,
CA,8,2017,110,78.0,92.0,26.3,,,,,,,,
CA,9,2017,104,77.0,90.0,26.9,,,,,,,,
CA,10,2017,93,66.0,92.0,28.9,,,,,,,,
CA,11,2017,82,62.0,99.0,19.6,,,,,,,,
CA,12,2017,75,59.0,90.0,26.3,,,,,,,,
CA,1,2018,77,61.0,99.0,24.8,,,,,,,,
CA,2,2018,74,57.0,92.0,28.9,,,,,,,,
CA,3,2018,82,61.0,99.0,24.7,,,,,,,,
CA,4,2018,90,66.0,99.0,31,,,,,,,,
CA,5,2018,98,66.0,95.0,26.9,,,,,,,,
CA,6,2018,108,70.0,9.0,22.7,,,,,,,,
CA,7,2018,113,77.0,87.0,18.9,,,,,,,,
CA,8,2018,108,77.0,88.0,21.1,,,,,,,,
CA,9,2018,102,76.0,91.0,53,,,,,,,,
CA,10,2018,92,75.0,95.0,21.4,,,,,,,,
CA,11,2018,81,63.0,97.0,26.5,,,,,,,,
CA,12,2018,67,58.0,99.0,27.1,,,,,,,,
CA,1,2019,67,58.0,98.0,27.2,,,,,,,,
CA,2,2019,70,58.0,97.0,29.3,,,,,,,,
CA,3,2019,76,58.0,97.0,28.6,,,,,,,,
CA,4,2019,93,65.0,95.0,27.9,,,,,,,,
CA,5,2019,91,64.0,96.0,34.5,,,,,,,,
CA,6,2019,105,70.0,9.0,24.4,,,,,,,,
CA,7,2019,107,75.0,9.0,22.6,,,,,,,,
CA,8,2019,105,77.0,9.0,18.3,,,,,,,,
CA,9,2019,105,75.0,9.0,25,,,,,,,,
CA,10,2019,86,66.0,9.0,29.6,,,,,,,,
CA,11,2019,78,61.0,95.0,22.5,,,,,,,,
CA,12,2019,68,63.0,99.0,27.5,,,,,,,,
CA,1,2020,70,56.0,99.0,25.5,,,,,,,,
CA,2,2020,76,58.0,89.0,26.7,,,,,,,,
CA,3,2020,74,64.0,96.0,25.9,,,,,,,,
CA,4,2020,97,65.0,95.0,24.4,,,,,,,,
CA,5,2020,105,69.0,95.0,25.9,,,,,,,,
CA,6,2020,105,72.0,9.0,31.6,,,,,,,,
CA,7,2020,110,73.0,9.0,25,,,,,,,,
CA,8,2020,115,77.0,9.0,22.5,,,,,,,,
CA,9,2020,106,76.0,93.0,24.4,,,,,,,,
CA,10,2020,96,68.0,93.0,28.1,,,,,,,,
CA,11,2020,85,62.0,96.0,24.1,,,,,,,,
CA,12,2020,77,54.0,99.0,27.8,,,,,,,,
CA,1,2021,77,57.0,96.0,37.5,,,,,,,,
CA,2,2021,71,56.0,95.0,29.9,,,,,,,,
CA,3,2021,79,56.0,96.0,27.8,,,,,,,,
CA,4,2021,90,60.0,9.0,30,,,,,,,,
CA,5,2021,101,66.0,9.0,33.3,,,,,,,,
CA,6,2021,112,71.0,90.0,22.8,,,,,,,,
CA,7,2021,119,76.0,9.0,19.6,,,,,,,,
CA,8,2021,110,77.0,88.0,22.3,,,,,,,,
CA,9,2021,105,76.0,93.0,25.4,,,,,,,,
CA,10,2021,86,66.0,99.0,28.7,,,,,,,,
CA,11,2021,84,60.0,98.0,28.7,,,,,,,,
CA,12,2021,76,57.0,99.0,25.1,,,,,,,,
CA,1,2022,69,7.0,97.0,27,,,,,,,,
CA,2,2022,78,8.0,9.0,30.7,,,,,,,,
CA,3,2022,85,60.0,97.0,27.9,,,,,,,,
CA,4,2022,87,62.0,95.0,36.1,,,,,,,,
CA,5,2022,98,64.0,9.0,37.5,,,,,,,,
CA,6,2022,106,73.0,98.0,30.2,,,,,,,,
CA,7,2022,111,76.0,9.0,21.5,,,,,,,,
CA,8,2022,106,78.0,87.0,17.8,,,,,,,,
CA,9,2022,109,76.0,97.0,65.1,,,,,,,,
CA,10,2022,92,76.0,94.0,23.6,,,,,,,,
CA,11,2022,73,60.0,99.0,29.2,,,,,,,,
CA,12,2022,73,58.0,99.0,22.2,,,,,,,,
CA,1,2023,64,59.0,99.0,25.4,,,,,,,,
CA,2,2023,70,53.0,95.0,29.8,,,,,,,,
CA,3,2023,73,59.0,99.0,25.7,,,,,,,,
CA,4,2023,94,64.0,97.0,33.5,,,,,,,,
CA,5,2023,99,74.0,97.0,23.3,,,,,,,,
CA,6,2023,105,70.0,96.0,25,,,,,,,,
CA,7,2023,112,76.0,88.0,18.8,,,,,,,,
CA,8,2023,108,76.0,97.0,20.2,,,,,,,,
CA,9,2023,100,75.0,96.0,23.3,,,,,,,,
CA,10,2023,91,66.0,93.0,27.8,,,,,,,,
CA,11,2023,74,63.0,95.0,29.3,,,,,,,,
CA,12,2023,71,,,32.2,,,,,,,,
CA,1,2024,77,,,30.2,,,,,,,,
CA,2,2024,70,,,26.8,,,,,,,,
CA,3,2024,71,,,30.2,,,,,,,,
CO,1,2010,9,9.0,93.0,26.8,,,,,,,,
CO,2,2010,9.0,9.0,96.0,20.2,,,,,,,,
CO,3,2010,8.0,46.0,89.0,27.9,,,,,,,,
CO,4,2010,69.0,53.0,97.0,27.4,,,,,,,,
CO,5,2010,79.0,62.0,87.0,26,,,,,,,,
CO,6,2010,86.0,65.0,94.0,21.4,,,,,,,,
CO,7,2010,87.0,68.0,84.0,19.6,,,,,,,,
CO,8,2010,85.0,68.0,80.0,19.7,,,,,,,,
CO,9,2010,83.0,63.0,83.0,19.6,,,,,,,,
CO,10,2010,69.0,54.0,86.0,22.1,,,,,,,,
CO,11,2010,9.0,7.0,89.0,29.5,,,,,,,,
CO,12,2010,9.0,7.0,94.0,22.1,,,,,,,,
CO,1,2011,9.0,9.0,90.0,20,,,,,,,,
CO,2,2011,9.0,9.0,89.0,25.6,,,,,,,,
CO,3,2011,61.0,44.0,9.0,23.2,,,,,,,,
CO,4,2011,66.0,47.0,81.0,28.1,,,,,,,,
CO,5,2011,78.0,56.0,91.0,27.6,,,,,,,,
CO,6,2011,88.0,63.0,9.0,24.1,,,,,,,,
CO,7,2011,91.0,67.0,73.0,17.1,,,,,,,,
CO,8,2011,87.0,68.0,74.0,18.3,,,,,,,,
CO,9,2011,87.0,64.0,93.0,19.5,,,,,,,,
CO,10,2011,74.0,55.0,89.0,24.2,,,,,,,,
CO,11,2011,56.0,41.0,86.0,25.6,,,,,,,,
CO,12,2011,9.0,9.0,91.0,24.4,,,,,,,,
CO,1,2012,9.0,7.0,85.0,26.9,,,,,,,,
CO,2,2012,9.0,41.0,89.0,29.6,,,,,,,,
CO,3,2012,8.0,51.0,85.0,25,,,,,,,,
CO,4,2012,72.0,56.0,92.0,36.3,,,,,,,,
CO,5,2012,78.0,58.0,88.0,26.4,,,,,,,,
CO,6,2012,94.0,64.0,9.0,25.3,,,,,,,,
CO,7,2012,88.0,66.0,81.0,17.8,,,,,,,,
CO,8,2012,86.0,64.0,81.0,16.7,,,,,,,,
CO,9,2012,82.0,62.0,90.0,14.8,,,,,,,,
CO,10,2012,68.0,51.0,92.0,23.3,,,,,,,,
CO,11,2012,7.0,44.0,88.0,24.1,,,,,,,,
CO,12,2012,9.0,9.0,95.0,23,,,,,,,,
CO,1,2013,9.0,9.0,99.0,20.8,,,,,,,,
CO,2,2013,9.0,9.0,88.0,24.3,,,,,,,,
CO,3,2013,9.0,8.0,85.0,26.4,,,,,,,,
CO,4,2013,9.0,49.0,94.0,37.6,,,,,,,,
CO,5,2013,82.0,58.0,90.0,25.8,,,,,,,,
CO,6,2013,90.0,64.0,90.0,21.8,,,,,,,,
CO,7,2013,90.0,66.0,86.0,20.9,,,,,,,,
CO,8,2013,85.0,68.0,89.0,16.1,,,,,,,,
CO,9,2013,85.0,65.0,92.0,22.9,,,,,,,,
CO,10,2013,70.0,,,24.4,,,,,,,,
CO,11,2013,8.0,6.0,97.0,20.3,,,,,,,,
CO,12,2013,9.0,9.0,96.0,20.8,,,,,,,,
CO,1,2014,9.0,9.0,94.0,22.8,,,,,,,,
CO,2,2014,9.0,9.0,94.0,21.8,,,,,,,,
CO,3,2014,8.0,5.0,90.0,23.4,,,,,,,,
CO,4,2014,70.0,53.0,90.0,38.3,,,,,,,,
CO,5,2014,78.0,61.0,93.0,26.1,,,,,,,,
CO,6,2014,85.0,64.0,9.0,22.5,,,,,,,,
CO,7,2014,87.0,67.0,91.0,18.5,,,,,,,,
CO,8,2014,83.0,65.0,84.0,13.3,,,,,,,,
CO,9,2014,83.0,63.0,96.0,16.1,,,,,,,,
CO,10,2014,68.0,54.0,92.0,18.8,,,,,,,,
CO,11,2014,9s,9.0,89.0,20.4,,,,,,,,
CO,12,2014,9.0,9.0,96.0,31.2,,,,,,,,
CO,1,2015,9.0,9.0,96.0,21,,,,,,,,
CO,2,2015,9.0,,,19.5,,,,,,,,
CO,3,2015,7,46.0,94.0,18.1,,,,,,,,
CO,4,2015,66.0,50.0,99.0,26.9,,,,,,,,
CO,5,2015,69.0,58.0,97.0,23,,,,,,,,
CO,6,2015,83.0,68.0,86.0,18.8,,,,,,,,
CO,7,2015,89.0,67.0,86.0,15.5,,,,,,,,
CO,8,2015,85.0,69.0,81.0,17.6,,,,,,,,
CO,9,2015,83.0,62.0,86.0,17.2,,,,,,,,
CO,10,2015,72.0,59.0,93.0,24,,,,,,,,
CO,11,2015,8,47.0,96.0,31.2,,,,,,,,
CO,12,2015,9.0,9.0,95.0,24.7,,,,,,,,
CO,1,2016,9.0,9.0,92.0,18.4,,,,,,,,
CO,2,2016,9.0,9.0,88.0,25.9,,,,,,,,
CO,3,2016,9.0,45.0,90.0,27.3,,,,,,,,
CO,4,2016,71.0,53.0,92.0,25.4,,,,,,,,
CO,5,2016,75.0,57.0,92.0,23.5,,,,,,,,
CO,6,2016,86.0,67.0,80.0,14.7,,,,,,,,
CO,7,2016,88.0,66.0,85.0,16.2,,,,,,,,
CO,8,2016,83.0,67.0,91.0,15.5,,,,,,,,
CO,9,2016,86.0,65.0,87.0,20.4,,,,,,,,
CO,10,2016,75.0,56.0,89.0,22.6,,,,,,,,
CO,11,2016,9,50.0,93.0,24,,,,,,,,
CO,12,2016,9.0,9.0,97.0,35.2,,,,,,,,
